Year,Category,Film,Name,NomineeIds,winner,productora,distribuidor
2002,VISUAL EFFECTS,The Lord of the Rings: The Two Towers,"Jim Rygiel, Joe Letteri, Randall William Cook, Alex Funke","nm0753277,nm0504784,nm0177241,nm0298754",1,New Line Cinema,new line cinema
2002,VISUAL EFFECTS,Spider-Man,"John Dykstra, Scott Stokdyk, Anthony LaMolinara, John Frazier","nm0004375,nm0831282,nm0483608,nm0292594",0,Columbia Pictures,columbia tristar films
2002,VISUAL EFFECTS,Star Wars Episode II Attack of the Clones,"Rob Coleman, Pablo Helman, John Knoll, Ben Snow","nm0171197,nm0375666,nm0461306,nm0811240",0,Lucasfilm,twentieth century fox
2002,WRITING (Adapted Screenplay),About a Boy,Screenplay by Peter Hedges and Chris Weitz & Paul Weitz,"nm0373282,nm0919363,nm0919369",0,Universal Pictures,universal
2002,WRITING (Adapted Screenplay),Adaptation,Screenplay by Charlie Kaufman and Donald Kaufman,"nm0442109,?",0,Columbia Pictures,columbia pictures
2002,WRITING (Adapted Screenplay),Chicago,Screenplay by Bill Condon,nm0174374,0,Miramax,miramax
2002,WRITING (Adapted Screenplay),The Hours,Screenplay by David Hare,nm0002376,0,Paramount Pictures,asmik ace entertainment
2002,WRITING (Adapted Screenplay),The Pianist,Screenplay by Ronald Harwood,nm0367838,1,R.P. Productions,focus features
2002,WRITING (Original Screenplay),Far from Heaven,Written by Todd Haynes,nm0001331,0,Focus Features,focus features
2002,WRITING (Original Screenplay),Gangs of New York,Screenplay by Jay Cocks and Steve Zaillian and Kenneth Lonergan; Story by Jay Cocks,"nm0168379,nm0001873,nm0518836",0,Miramax,miramax
2002,WRITING (Original Screenplay),My Big Fat Greek Wedding,Written by Nia Vardalos,nm0889522,0,Alliance Cinema,ifc films
2002,WRITING (Original Screenplay),Talk to Her,Written by Pedro Almodóvar,nm0000264,1,El Deseo,warner sogefilms aie
2002,WRITING (Original Screenplay),Y Tu Mamá También,Written by Carlos Cuarón and Alfonso Cuarón,"nm0190860,nm0190859",0,Anhelo Producciones,twentieth century fox
2002,HONORARY AWARD,,,nm0000564,1,nan,sin información
2002,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),,,,1,nan,sin información
2002,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),,,,1,nan,sin información
2002,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,1,nan,sin información
2002,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,"?,?,nm1232700,nm3181275",1,nan,sin información
2002,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,1,nan,sin información
2002,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,"nm1050723,?,?",1,nan,sin información
2002,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,nm0909618,1,nan,sin información
2002,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,1,nan,sin información
2002,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,"nm0199926,nm2647298,nm1323399,nm0819777",1,nan,sin información
2002,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,nm0814315,1,nan,sin información
2002,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,1,nan,sin información
2002,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,"nm0371402,?",1,nan,sin información
2002,JOHN A. BONNER MEDAL OF COMMENDATION,,,nm0066934,1,nan,sin información
2002,JOHN A. BONNER MEDAL OF COMMENDATION,,,,1,nan,sin información
2003,ACTOR IN A LEADING ROLE,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp,nm0000136,0,Walt Disney Pictures,buena vista pictures distribution
2003,ACTOR IN A LEADING ROLE,House of Sand and Fog,Ben Kingsley,nm0001426,0,Dreamworks Pictures,dreamworks distribution
2003,ACTOR IN A LEADING ROLE,Cold Mountain,Jude Law,nm0000179,0,Miramax,miramax
2003,ACTOR IN A LEADING ROLE,Lost in Translation,Bill Murray,nm0000195,0,Focus Features,focus features
2003,ACTOR IN A LEADING ROLE,Mystic River,Sean Penn,nm0000576,1,Warner Bros.,warner bros
2003,ACTOR IN A SUPPORTING ROLE,The Cooler,Alec Baldwin,nm0000285,0,ContentFilm,lionsgate
2003,ACTOR IN A SUPPORTING ROLE,21 Grams,Benicio Del Toro,nm0001125,0,This Is That Productions,focus features
2003,ACTOR IN A SUPPORTING ROLE,In America,Djimon Hounsou,nm0005023,0,Hell's Kitchen Films,twentieth century fox
2003,ACTOR IN A SUPPORTING ROLE,Mystic River,Tim Robbins,nm0000209,1,Warner Bros.,warner bros
2003,ACTOR IN A SUPPORTING ROLE,The Last Samurai,Ken Watanabe,nm0913822,0,Warner Bros.,warner bros
2003,ACTRESS IN A LEADING ROLE,Whale Rider,Keisha Castle-Hughes,nm1095720,0,South Pacific Pictures,alliance atlantis communications
2003,ACTRESS IN A LEADING ROLE,Something's Gotta Give,Diane Keaton,nm0000473,0,Columbia Pictures,columbia pictures
2003,ACTRESS IN A LEADING ROLE,In America,Samantha Morton,nm0608090,0,Hell's Kitchen Films,twentieth century fox
2003,ACTRESS IN A LEADING ROLE,Monster,Charlize Theron,nm0000234,1,Media 8 Entertainment,newmarket films
2003,ACTRESS IN A LEADING ROLE,21 Grams,Naomi Watts,nm0915208,0,This Is That Productions,focus features
2003,ACTRESS IN A SUPPORTING ROLE,House of Sand and Fog,Shohreh Aghdashloo,nm0013037,0,Dreamworks Pictures,dreamworks distribution
2003,ACTRESS IN A SUPPORTING ROLE,Pieces of April,Patricia Clarkson,nm0165101,0,United Artists,united artists
2003,ACTRESS IN A SUPPORTING ROLE,Mystic River,Marcia Gay Harden,nm0001315,0,Warner Bros.,warner bros
2003,ACTRESS IN A SUPPORTING ROLE,Thirteen,Holly Hunter,nm0000456,0,Fox Searchlight Pictures,fox searchlight pictures
2003,ACTRESS IN A SUPPORTING ROLE,Cold Mountain,Renée Zellweger,nm0000250,1,Miramax,miramax
2003,ANIMATED FEATURE FILM,Brother Bear,Aaron Blaise and Robert Walker,"nm0086431,nm1074107",0,Walt Disney Pictures,buena vista pictures distribution
2003,ANIMATED FEATURE FILM,Finding Nemo,Andrew Stanton,nm0004056,1,Walt Disney Pictures,buena vista pictures distribution
2003,ANIMATED FEATURE FILM,The Triplets of Belleville,Sylvain Chomet,nm0158984,0,Les Armateurs,bright angel distribution
2003,ART DIRECTION,Girl with a Pearl Earring,Art Direction: Ben Van Os; Set Decoration: Cecile Heideman,"nm0651470,nm1359745",0,Archer Street Productions,lionsgate
2003,ART DIRECTION,The Last Samurai,Art Direction: Lilly Kilvert; Set Decoration: Gretchen Rau,"nm0453344,nm0711956",0,Warner Bros.,warner bros
2003,ART DIRECTION,The Lord of the Rings: The Return of the King,Art Direction: Grant Major; Set Decoration: Dan Hennah and Alan Lee,"nm0538194,nm0377172,nm0496769",1,New Line Cinema,new line cinema
2003,ART DIRECTION,Master and Commander: The Far Side of the World,Art Direction: William Sandell; Set Decoration: Robert Gould,"nm0761367,nm0332481",0,Twentieth Century Fox,twentieth century fox
2003,ART DIRECTION,Seabiscuit,Art Direction: Jeannine Oppewall; Set Decoration: Leslie Pope,"nm0649223,nm0005319",0,Universal Pictures,universal
2003,CINEMATOGRAPHY,City of God,Cesar Charlone,nm0153263,0,O2 Filmes,asmik ace entertainment
2003,CINEMATOGRAPHY,Cold Mountain,John Seale,nm0005868,0,Miramax,miramax
2003,CINEMATOGRAPHY,Girl with a Pearl Earring,Eduardo Serra,nm0785381,0,Archer Street Productions,lionsgate
2003,CINEMATOGRAPHY,Master and Commander: The Far Side of the World,Russell Boyd,nm0006570,1,Twentieth Century Fox,twentieth century fox
2003,CINEMATOGRAPHY,Seabiscuit,John Schwartzman,nm0006701,0,Universal Pictures,universal
2003,COSTUME DESIGN,Girl with a Pearl Earring,Dien van Straalen,nm0833009,0,Archer Street Productions,lionsgate
2003,COSTUME DESIGN,The Last Samurai,Ngila Dickson,nm0225699,0,Warner Bros.,warner bros
2003,COSTUME DESIGN,The Lord of the Rings: The Return of the King,Ngila Dickson and Richard Taylor,"nm0225699,nm0853050",1,New Line Cinema,new line cinema
2003,COSTUME DESIGN,Master and Commander: The Far Side of the World,Wendy Stites,nm0830594,0,Twentieth Century Fox,twentieth century fox
2003,COSTUME DESIGN,Seabiscuit,Judianna Makovsky,nm0538721,0,Universal Pictures,universal
2003,DIRECTING,City of God,Fernando Meirelles,nm0576987,0,O2 Filmes,asmik ace entertainment
2003,DIRECTING,The Lord of the Rings: The Return of the King,Peter Jackson,nm0001392,1,New Line Cinema,new line cinema
2003,DIRECTING,Lost in Translation,Sofia Coppola,nm0001068,0,Focus Features,focus features
2003,DIRECTING,Master and Commander: The Far Side of the World,Peter Weir,nm0001837,0,Twentieth Century Fox,twentieth century fox
2003,DIRECTING,Mystic River,Clint Eastwood,nm0000142,0,Warner Bros.,warner bros
2003,DOCUMENTARY (Feature),Balseros,Carlos Bosch and Josep Maria Domenech,"nm1188723,nm2060660",0,Bausan Films,laurenfilm
2003,DOCUMENTARY (Feature),Capturing the Friedmans,Andrew Jarecki and Marc Smerling,"nm1285613,nm0806830",0,HBO Documentary Films,magnolia pictures
2003,DOCUMENTARY (Feature),The Fog of War,Errol Morris and Michael Williams,"nm0001554,nm0931308",1,Sony Pictures Classics,sony pictures
2003,DOCUMENTARY (Feature),My Architect,Nathaniel Kahn and Susan R. Behr,"nm0434896,nm1405980",0,Louis Kahn Project Inc.,bright angel distribution
2003,DOCUMENTARY (Feature),The Weather Underground,Sam Green and Bill Siegel,"nm0338316,nm0796903",0,The Free History Project,ideas for films
2003,DOCUMENTARY (Short Subject),Asylum,Sandy McLeod and Gini Reticker,"nm0572865,nm0720533",0,Make-Do Productions,cinemax reel life
2003,DOCUMENTARY (Short Subject),Chernobyl Heart,Maryann DeLeo,nm1463062,1,Downtown TV Productions,home box office (hbo)
2003,DOCUMENTARY (Short Subject),Ferry Tales,Katja Esson,nm1534515,0,Lifestyle International Production Service,hbo films
2003,FILM EDITING,City of God,Daniel Rezende,nm1179870,0,O2 Filmes,asmik ace entertainment
2003,FILM EDITING,Cold Mountain,Walter Murch,nm0004555,0,Miramax,miramax
2003,FILM EDITING,The Lord of the Rings: The Return of the King,Jamie Selkirk,nm0783241,1,New Line Cinema,new line cinema
2003,FILM EDITING,Master and Commander: The Far Side of the World,Lee Smith,nm0809059,0,Twentieth Century Fox,twentieth century fox
2003,FILM EDITING,Seabiscuit,William Goldenberg,nm0325549,0,Universal Pictures,universal
2003,FOREIGN LANGUAGE FILM,The Barbarian Invasions,Canada,,1,Pyramide Productions,pyramide distribution
2003,FOREIGN LANGUAGE FILM,Evil,Sweden,,0,Moviola Film och Television,columbia tristar films ab
2003,FOREIGN LANGUAGE FILM,The Twilight Samurai,Japan,,0,Eisei Gekijo,barbar film
2003,FOREIGN LANGUAGE FILM,Twin Sisters,The Netherlands,,0,IDTV Film,rcv film distribution
2003,FOREIGN LANGUAGE FILM,Zelary,Czech Republic,,0,ALEF Film & Media Group,continental film
2003,MAKEUP,The Lord of the Rings: The Return of the King,Richard Taylor and Peter King,"nm0853050,nm0455135",1,New Line Cinema,new line cinema
2003,MAKEUP,Master and Commander: The Far Side of the World,Edouard Henriques III and Yolanda Toussieng,"nm0377667,nm0869758",0,Twentieth Century Fox,twentieth century fox
2003,MAKEUP,Pirates of the Caribbean: The Curse of the Black Pearl,Ve Neill and Martin Samuel,"nm0624763,nm0760407",0,Walt Disney Pictures,buena vista pictures distribution
2003,MUSIC (Original Score),Big Fish,Danny Elfman,nm0000384,0,Columbia Pictures,columbia pictures
2003,MUSIC (Original Score),Cold Mountain,Gabriel Yared,nm0001189,0,Miramax,miramax
2003,MUSIC (Original Score),Finding Nemo,Thomas Newman,nm0002353,0,Walt Disney Pictures,buena vista pictures distribution
2003,MUSIC (Original Score),House of Sand and Fog,James Horner,nm0000035,0,Dreamworks Pictures,dreamworks distribution
2003,MUSIC (Original Score),The Lord of the Rings: The Return of the King,Howard Shore,nm0006290,1,New Line Cinema,new line cinema
2003,MUSIC (Original Song),The Triplets of Belleville,Music by Benoît Charest; Lyric by Sylvain Chomet,"nm0152844,nm0158984",0,Les Armateurs,bright angel distribution
2003,MUSIC (Original Song),The Lord of the Rings: The Return of the King,Music and Lyric by Fran Walsh and Howard Shore and Annie Lennox,"nm0909638,nm0006290,nm0005142",1,New Line Cinema,new line cinema
2003,MUSIC (Original Song),A Mighty Wind,Music and Lyric by Michael McKean and Annette O'Toole,"nm0571106,nm0001578",0,Castle Rock Entertainment,warner bros
2003,MUSIC (Original Song),Cold Mountain,Music and Lyric by T Bone Burnett and Elvis Costello,"nm0122439,nm0004845",0,Miramax,miramax
2003,MUSIC (Original Song),Cold Mountain,Music and Lyric by Sting,nm0001776,0,Miramax,miramax
2003,BEST PICTURE,The Lord of the Rings: The Return of the King,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers","nm0651614,nm0001392,nm0909638",1,New Line Cinema,new line cinema
2003,BEST PICTURE,Lost in Translation,"Ross Katz and Sofia Coppola, Producers","nm0441839,nm0001068",0,Focus Features,focus features
2003,BEST PICTURE,Master and Commander: The Far Side of the World,"Samuel Goldwyn, Jr., Peter Weir and Duncan Henderson, Producers","nm0326412,nm0001837,nm0376416",0,Twentieth Century Fox,twentieth century fox
2003,BEST PICTURE,Mystic River,"Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers","nm0520749,nm0398469,nm0000142",0,Warner Bros.,warner bros
2003,BEST PICTURE,Seabiscuit,"Kathleen Kennedy, Frank Marshall and Gary Ross, Producers","nm0005086,nm0550881,nm0002657",0,Universal Pictures,universal
2003,SHORT FILM (Animated),Boundin',Bud Luckey,nm0524726,0,Pixar Animation Studios,buena vista international mexico
2003,SHORT FILM (Animated),Destino,Dominique Monfery and Roy Edward Disney,"nm0597963,nm0004877",0,Walt Disney Animation Studios,buena vista pictures distribution
2003,SHORT FILM (Animated),Gone Nutty,Carlos Saldanha and John C. Donkin,"nm0757858,nm0232561",0,Blue Sky Studios,20th century fox home entertainment
2003,SHORT FILM (Animated),Harvie Krumpet,Adam Elliot,nm0254178,1,Melodrama Pictures,monster distributes
2003,SHORT FILM (Animated),Nibbles,Chris Hinton,nm0385975,0,Acme Filmworks,0
2003,SHORT FILM (Live Action),Die Rote Jacke (The Red Jacket),Florian Baxmeyer,nm1140801,0,Hamburger FilmwerkstÃ¤tten e.V.,cathay-keris films
2003,SHORT FILM (Live Action),Most (The Bridge),Bobby Garabedian and William Zabka,"nm1286048,nm0951420",0,Eastwind Films,0
2003,SHORT FILM (Live Action),Squash,Lionel Bailliu,nm1014409,0,TÃ©tra MÃ©dia,0
2003,SHORT FILM (Live Action),(A) Torzija [(A) Torsion],Stefan Arsenijevi¿,nm1313590,0,Studio Arkadena,0
2003,SHORT FILM (Live Action),Two Soldiers,Aaron Schneider and Andrew J. Sacks,"nm0773689,nm0755287",1,Shoe Clerk Picture Co. Inc.,westlake entertainment group
2003,SOUND EDITING,Finding Nemo,Gary Rydstrom and Michael Silvers,"nm0003977,nm0799011",0,Walt Disney Pictures,buena vista pictures distribution
2003,SOUND EDITING,Master and Commander: The Far Side of the World,Richard King,nm0455185,1,Twentieth Century Fox,twentieth century fox
2003,SOUND EDITING,Pirates of the Caribbean: The Curse of the Black Pearl,Christopher Boyes and George Watters II,"nm0102110,nm0915036",0,Walt Disney Pictures,buena vista pictures distribution
2003,SOUND MIXING,The Last Samurai,"Andy Nelson, Anna Behlmer and Jeff Wexler","nm0625144,nm0066933,nm0923306",0,Warner Bros.,warner bros
2003,SOUND MIXING,The Lord of the Rings: The Return of the King,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek","nm0102110,nm0783713,nm0373276,nm0003827",1,New Line Cinema,new line cinema
2003,SOUND MIXING,Master and Commander: The Far Side of the World,"Paul Massey, D.M. Hemphill and Arthur Rochester","nm0557338,nm0376153,nm0734053",0,Twentieth Century Fox,twentieth century fox
2003,SOUND MIXING,Pirates of the Caribbean: The Curse of the Black Pearl,"Christopher Boyes, David Parker, David Campbell and Lee Orloff","nm0102110,nm0662188,nm0132372,nm0650090",0,Walt Disney Pictures,buena vista pictures distribution
2003,SOUND MIXING,Seabiscuit,"Andy Nelson, Anna Behlmer and Tod A. Maitland","nm0625144,nm0066933,nm0537972",0,Universal Pictures,universal
2003,VISUAL EFFECTS,The Lord of the Rings: The Return of the King,"Jim Rygiel, Joe Letteri, Randall William Cook and Alex Funke","nm0753277,nm0504784,nm0177241,nm0298754",1,New Line Cinema,new line cinema
2003,VISUAL EFFECTS,Master and Commander: The Far Side of the World,"Dan Sudick, Stefen Fangmeier, Nathan McGuinness and Robert Stromberg","nm0837203,nm0266777,nm0570135,nm0834902",0,Twentieth Century Fox,twentieth century fox
2003,VISUAL EFFECTS,Pirates of the Caribbean: The Curse of the Black Pearl,"John Knoll, Hal Hickel, Charles Gibson and Terry Frazee","nm0461306,nm0382579,nm0002716,nm0292476",0,Walt Disney Pictures,buena vista pictures distribution
2003,WRITING (Adapted Screenplay),American Splendor,Written by Robert Pulcini & Shari Springer Berman,"nm0700301,nm0075849",0,HBO Films,hbo films
2003,WRITING (Adapted Screenplay),City of God,Screenplay by Braulio Mantovani,nm1130251,0,O2 Filmes,asmik ace entertainment
2003,WRITING (Adapted Screenplay),The Lord of the Rings: The Return of the King,"Screenplay by Fran Walsh, Philippa Boyens & Peter Jackson","nm0909638,nm0101991,nm0001392",1,New Line Cinema,new line cinema
2003,WRITING (Adapted Screenplay),Mystic River,Screenplay by Brian Helgeland,nm0001338,0,Warner Bros.,warner bros
2003,WRITING (Adapted Screenplay),Seabiscuit,Written for the Screen by Gary Ross,nm0002657,0,Universal Pictures,universal
2003,WRITING (Original Screenplay),The Barbarian Invasions,Written by Denys Arcand,nm0000780,0,Pyramide Productions,pyramide distribution
2003,WRITING (Original Screenplay),Dirty Pretty Things,Written by Steven Knight,nm1140275,0,BBC Film,alliance atlantis communications
2003,WRITING (Original Screenplay),Finding Nemo,"Screenplay by Andrew Stanton, Bob Peterson and David Reynolds; Original Story by Andrew Stanton","nm0004056,nm0677037,nm0721675",0,Walt Disney Pictures,buena vista pictures distribution
2003,WRITING (Original Screenplay),In America,Written by Jim Sheridan & Naomi Sheridan & Kirsten Sheridan,"nm0006487,nm1238875,nm0792202",0,Hell's Kitchen Films,twentieth century fox
2003,WRITING (Original Screenplay),Lost in Translation,Written by Sofia Coppola,nm0001068,1,Focus Features,focus features
2003,HONORARY AWARD,,,nm0001175,1,nan,sin información
2003,GORDON E. SAWYER AWARD,,,nm0662995,1,nan,sin información
2003,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),,,,1,nan,sin información
2003,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),,,nm0867140,1,nan,sin información
2003,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,1,nan,sin información
2003,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,1,nan,sin información
2003,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,"?,nm1179890,?,?,?,?",1,nan,sin información
2003,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,nm1106186,1,nan,sin información
